pr_number,issue_number,commit_date,author,title,body,closer,files
1499,1499,2022-09-12T10:38:21Z,Kingtous,"feat: flutter-ci, remove corrsion for win/linux",,,".github/workflows/flutter-ci.yml, flutter/linux/CMakeLists.txt, flutter/windows/CMakeLists.txt, flutter/windows/runner/CMakeLists.txt"
1498,1498,2022-09-12T08:37:27Z,fufesou,flutter_desktop: fix scroll to center when mouse hover menu bar,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart"
1497,1497,2022-09-12T04:10:21Z,fufesou,Flutter desktop cursors,"1. Fix cursor image if scroll with mouse.
2. Draw local mouse without hotx and hoty.
3. Async process event stream. (Fix cursor image mismatch).

TODOs:
1. Scroll with mouse bug. Image is moved to center when mouse move to the remote menu.
2. Remote menus.",,"flutter/lib/common.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart, flutter/lib/models/peer_model.dart, flutter/lib/utils/image.dart"
1492,1492,2022-09-11T18:11:20Z,sandr01d,Added flatpak feature,"Added a flatpak feature that allows rustdesk to find the libsciter library in a flatpak environment as discussed with @Kingtous. I am currently unable to build the current state of the master branch with the same issues as #1456, but I've tested this on the state of the latest release and with this patch I am able to run RustDesk in a flatpak. If somebody can provide me with more information on how to build the master branch, I'll can test it out there aswell.
This does not fully close #459, there is some additional work to be done: `get_display_server_of_session` currently fails because systemd is not available in flatpak.",tristan-k,"Cargo.toml, src/ui.rs"
1482,1482,2022-09-09T02:44:37Z,fufesou,Flutter desktop check menu,"1. Check peer and remote menu.

TODO:
1. Cursor bugs. Image and position wrong.
2. Scroll with mouse bug.
3. Remote menus.",,"flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/utils.dart, src/flutter_ffi.rs"
1481,1481,2022-09-09T00:12:05Z,StephanStS,Added zip and make at Debian minimal installation,Compile errors due to missing packages occured.,,README.md
1479,1479,2022-09-08T14:30:37Z,Heap-Hop,Update flutter desktop,"- confirm connection tab close
- **fix tabs dispose bug**
- rename connection_tab_page.dart -> remote_tab_page.dart
- update overlay widgets of chat and mobile action tool
- add flutter start_server & fix cm user environment from linux service",,"Cargo.lock, flutter/lib/common.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/pages/remote_tab_page.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/widgets/overlay.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/model.dart, flutter/pubspec.lock, src/core_main.rs, src/platform/linux.rs"
1478,1478,2022-09-08T10:28:06Z,Kingtous,feat: flatpak and flutter build,,,".gitignore, Cargo.lock, build.rs, flatpak/rustdesk.yml, flatpak/shared-modules, flutter/PKGBUILD, flutter/rustdesk.service.user, src/ui.rs, src/ui_session_interface.rs"
1473,1473,2022-09-08T04:27:30Z,21pages,sync theme and language,"1. fix issue #1444
2. follow system theme
3. sync theme
4. sync language
5. fix portforward page being closed  while closing msgbox
6. fix cm waiting page close button
7. fix linux RUSTDESK_LIB_PATH",,"flutter/lib/cm_main.dart, flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/port_forward_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/main.dart, flutter/linux/main.cc, src/flutter.rs, src/flutter_ffi.rs, src/ipc.rs, src/ui/cm.rs, src/ui/msgbox.tis, src/ui_cm_interface.rs, src/ui_interface.rs"
1472,1472,2022-09-08T02:57:20Z,fufesou,flutter_destkop: fix cursor cache scale,"Signed-off-by: fufesou <shuanglongchen@yeah.net>


",,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/models/model.dart"
1470,1470,2022-09-08T01:47:57Z,fufesou,Flutter cursors cache,"1. Cache cursors. 
    **Known bug** : Cache mismatch sometimes.    eg. Remote is ARRAW, while local shows WAIT.
3. Refactor GetX in popup menu module.",,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, flutter/pubspec.yaml"
1469,1469,2022-09-07T14:45:29Z,fufesou,sciter: fix build windows,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

Fix build, not well tested yet.
",,src/ui.rs
1468,1468,2022-09-07T10:42:33Z,fufesou,Flutter desktop cursor & popup menu refactor,"1. Self-side cursor (replacing cursor image).
    Linux - tested      MacOS - not tested         Windows - unsupported
    Load cursor everytime, no cache.
2. WOL support.
3. Refactor popup menu (button). Refactor password menu.

TODO:
1. Cache cursors.
2. Mobile actions bug. Not material ancestor.",,"flutter/lib/common/shared_state.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/material_mod_popup_menu.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, flutter/lib/models/server_model.dart, flutter/pubspec.yaml, src/flutter_ffi.rs"
1465,1465,2022-09-07T08:59:41Z,XieJiSS,feat: support changing id via cmdline,"This PR adds the following features:

+ Get current ID via command line
  + Note: `println!` does not work for no-console mode under Windows, i.e. `#![windows_subsystem = ""windows""]`. See https://github.com/rust-lang/rust/issues/67159#issuecomment-563014833. This also explains why `./rustdesk.exe --version` shows nothing.
+ Set ID via command line

### Example Usage

```shell
$ ./rustdesk.exe --id 119206784
```

Result:

![image](https://user-images.githubusercontent.com/24671280/188835638-659906ef-0a83-4b65-8a9c-e6ff3778dda2.png)
",XieJiSS,"src/ipc.rs, src/main.rs"
1457,1457,2022-09-06T13:13:57Z,Heap-Hop,Update desktop file transfer and fix sciter can't update connect status bug,,,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/models/file_model.dart, flutter/lib/models/model.dart, src/client.rs, src/client/io_loop.rs, src/flutter_ffi.rs, src/ui.rs, src/ui/index.tis, src/ui/remote.rs, src/ui_session_interface.rs"
1451,1451,2022-09-05T12:41:57Z,Heap-Hop,Refactor UI interface,"* Done: refactor ConnectionManager (rust) for Sciter & Flutter.

* TODO: still some bugs in file transfer.",,"flutter/android/app/src/main/kotlin/com/carriez/flutter_hbb/MainService.kt, flutter/lib/models/model.dart, flutter/lib/models/server_model.dart, src/client/file_trait.rs, src/client/io_loop.rs, src/common.rs, src/flutter.rs, src/flutter_ffi.rs, src/lib.rs, src/ui.rs, src/ui/cm.rs, src/ui/file_transfer.tis, src/ui/remote.rs, src/ui_cm_interface.rs, src/ui_interface.rs, src/ui_session_interface.rs"
1448,1448,2022-09-05T06:02:09Z,Kingtous,fix: linux wayland frame of subwindow exists,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/linux/my_application.cc, flutter/pubspec.lock, flutter/pubspec.yaml"
1445,1445,2022-09-05T00:24:52Z,21pages,id format && dialog key and focus handling,"1. foramt id
2. dialog
* focus at first TextField
* submit on enter, cancel on esc
3. tarbar theme extension
4. some dark mode adaption
5. some geometry adjustment
6. some flutter lint fix",,"flutter/lib/common.dart, flutter/lib/common/formatter/id_formatter.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/mobile/pages/chat_page.dart, flutter/lib/models/file_model.dart, flutter/lib/models/server_model.dart"
1439,1439,2022-09-03T10:15:15Z,fufesou,flutter_desktop: fix cursor,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Fix cursor size.
2. Fix remote cursor and local cursor paiting.
3. Some changes according to vscode flutter plugin suggestions.",,"flutter/lib/common/shared_state.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart"
1434,1434,2022-09-02T17:17:02Z,meisenger,Create kz.rs,"Kazakh translation.
Menu - Language - Қазақ",,src/lang/kz.rs
1433,1433,2022-09-02T10:58:18Z,fufesou,sciter_desktop: fix cursor ,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Cursor dose not change when resizing window.
2. Cursor dose not refresh in a short time after connection (before mouse move event).",fufesou,src/ui/remote.tis
1430,1430,2022-09-02T08:15:58Z,fufesou,Flutter desktop new remote menu 2,"1. Custom image quanli ui dialog.
2. Peer menu changes.

TODO:
1. Cursor bugs.
2. Other menus.
",,"flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/remote_menubar.dart"
1429,1429,2022-09-02T03:20:11Z,21pages,Optimize cm display behavior,"1. close cm if no tab left
2. minisize cm after 3 second if authorized
3. fix chatpage receive message bug
4. send chat message on Enter pressed
5. popup close confirmation dialog when tab count > 1 ",,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/chat_page.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/server_model.dart"
1428,1428,2022-09-02T02:50:52Z,Kingtous,fix: crash on linux wayland setAlignment ,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/pubspec.lock, flutter/pubspec.yaml"
1426,1426,2022-09-02T01:59:49Z,fufesou,Flutter desktop new remote menu 2,"1. Replace SwitchListTile in popup menu.
2. Image scale. Shrink & stretch --> adaptive.
3. Custom image quality dialog.
4. Refactor peercar menu and fix some bugs.",,"flutter/.gitignore, flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart, flutter/lib/models/peer_model.dart, flutter/lib/utils/multi_window_manager.dart, flutter/pubspec.yaml, src/client.rs, src/flutter_ffi.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/pl.rs"
1419,1419,2022-09-01T10:34:39Z,Heap-Hop,Refactor desktop remote.rs flutter.rs,"### Test
- Flutter run OK
- Sciter run OK
- Android run OK



#### TODO
- file transter UI interface",,"flutter/lib/models/model.dart, src/client.rs, src/client/file_trait.rs, src/client/io_loop.rs, src/flutter.rs, src/flutter_ffi.rs, src/lib.rs, src/ui.rs, src/ui/remote.rs, src/ui_session_interface.rs"
1412,1412,2022-08-31T11:40:45Z,21pages,fix tabbar close button display problem when selected && hovered,other tabbar close button display problems may be fixed.,,flutter/lib/desktop/widgets/tabbar_widget.dart
1409,1409,2022-08-31T07:39:36Z,21pages,option remote modification,"1. implement option remote modification
* mainwindow: except tabbar
* cm: except tabbar, close button, chat page send-message-button
2. check_connect_status only on desktop main process.
3. check before page scroll and scrollbar scroll, still can't scroll to current if tab is full
4. not use fixed button width because of different language width",,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, src/flutter_ffi.rs"
1406,1406,2022-08-30T21:16:47Z,ElisaMin,Update README-ZH.md : Retype & Authenticating Chinese,,,README-ZH.md
1405,1405,2022-08-30T18:51:14Z,ElisaMin,"Translate Germany to ""德国""",,ElisaMin,README-ZH.md
1404,1404,2022-08-30T15:19:42Z,fufesou,Flutter desktop new remote menu,"1. Add connection type icon.
2. Fix the session connect calling sequence.
3. Remove submenu.

![20220830231746](https://user-images.githubusercontent.com/13586388/187475772-24c54678-a93a-4e30-8e2a-4576f3a518b9.png)
![20220830231853](https://user-images.githubusercontent.com/13586388/187475785-dd3e6d4a-5983-4a34-ba42-75d53db8ed37.png)

",rustdesk,"flutter/lib/common.dart, flutter/lib/common/shared_state.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/lib/models/model.dart, flutter/pubspec.yaml, src/client.rs, src/flutter.rs, src/flutter_ffi.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs"
1402,1402,2022-08-30T12:50:52Z,Kingtous,fix: close all typed sessions when hide subwindow,,,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/lib/models/native_model.dart, flutter/lib/utils/multi_window_manager.dart, flutter/pubspec.yaml"
1398,1398,2022-08-30T08:46:15Z,Kingtous,fix: linux memory-safe workaround,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/models/model.dart, flutter/lib/utils/multi_window_manager.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1390,1390,2022-08-29T11:49:42Z,Heap-Hop,Update port-forward,"- flutter desktop port-forward backend support.
- fix multi remote port override.
- add connection.rs port-forward failed to close.",,"flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/port_forward_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, src/flutter.rs, src/flutter_ffi.rs, src/port_forward.rs, src/server/connection.rs, src/ui/remote.rs"
1389,1389,2022-08-29T00:50:28Z,21pages,port forward ui && fix TextField cursor problem,,,"flutter/lib/consts.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/port_forward_page.dart, flutter/lib/desktop/pages/port_forward_tab_page.dart, flutter/lib/desktop/screen/desktop_port_forward_screen.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/main.dart, flutter/lib/models/model.dart, flutter/lib/utils/multi_window_manager.dart, src/flutter.rs, src/flutter_ffi.rs"
1388,1388,2022-08-28T14:08:12Z,fufesou,Flutter desktop new remote menu,"Add flutter menubar for desktop, tested on windows.

TODO:
1. Connection status icon.
2. Switch peer id and peer OS account.
3. Prevent frequent clicks on some switch options, eg privacy mode.
4. Floating menubar.

![20220828215944](https://user-images.githubusercontent.com/13586388/187077983-5dbfc47e-1de8-46e7-9148-a26a6119808f.png)
![20220828220226](https://user-images.githubusercontent.com/13586388/187077989-be239e73-9610-4b5a-9222-1e4212b14cf7.png)
![20220828220243](https://user-images.githubusercontent.com/13586388/187077994-4ad098b8-9c93-43ae-88c2-295c7a7e4a03.png)
![20220828220138](https://user-images.githubusercontent.com/13586388/187077998-382a5879-6b9c-47fe-9f2c-03f10ffde2a3.png)
![20220828220124](https://user-images.githubusercontent.com/13586388/187078000-81f20351-7c9d-4cd9-987a-d2336d1ed6b3.png)




",rustdesk,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, flutter/lib/desktop/widgets/material_mod_popup_menu.dart, flutter/lib/desktop/widgets/popup_menu.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/vn.rs"
1385,1385,2022-08-28T07:00:21Z,Kingtous,fix: linux main/sub window resize issue,"- fix bottom-right drag to resize issue on window manager & multi window.
- sync `rustdesk_window_manager` with upstream

Signed-off-by: Kingtous <kingtous@qq.com>",,"flutter/pubspec.lock, flutter/pubspec.yaml"
1382,1382,2022-08-27T11:31:18Z,maninhill,chore: spelling correction,,,README.md
1376,1376,2022-08-26T17:04:49Z,Kingtous,"opt: support match user/hostname/id(flutter&sciter), case insensitive ","related: https://github.com/rustdesk/rustdesk/issues/774, https://github.com/rustdesk/rustdesk/issues/842, https://github.com/rustdesk/rustdesk/issues/1088",Vogelbusch,"flutter/lib/common.dart, flutter/lib/desktop/widgets/peer_widget.dart, src/ui/ab.tis"
1373,1373,2022-08-26T05:08:08Z,Heap-Hop,fix: PageView tab dispose bug & peercard double click,"more:
- add: `flutter_lints` in dev_dependencies
- opt: peercard `action-more-icon` clicked size",,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1372,1372,2022-08-25T15:58:34Z,TheLumbee,Grammatical correction for closing dialog.,,rustdesk,flutter/lib/mobile/widgets/dialog.dart
1367,1367,2022-08-25T10:37:46Z,Kingtous,feat: deb/arch flutter package,,,"PKGBUILD, build.py, flutter/rustdesk.desktop, flutter/rustdesk.service, rpm-suse.spec, rpm.spec, src/core_main.rs"
1360,1360,2022-08-25T06:38:18Z,21pages,merge master to flutter_desktop,,,"Cargo.lock, Cargo.toml, Dockerfile, README-CS.md, README-DE.md, README-ES.md, README-FA.md, README-FI.md, README-FR.md, README-HU.md, README-ID.md, README-IT.md, README-JP.md, README-KR.md, README-ML.md, README-NL.md, README-PL.md, README-PTBR.md, README-RU.md, README-VN.md, README-ZH.md, README.md, appimage/AppImageBuilder.yml, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/pubspec.lock, libs/hbb_common/src/config.rs, libs/hbb_common/src/lib.rs, libs/hbb_common/src/password_security.rs, mac-tray-dark.png, mac-tray-light.png"
1354,1354,2022-08-25T02:24:53Z,21pages,keep text scale factor && peer style change,,,"flutter/assets/peer_searchbar.ttf, flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/pubspec.yaml"
1349,1349,2022-08-24T15:31:10Z,fufesou,flutter_desktop: fix sciter lan peers,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"src/flutter_ffi.rs, src/ui.rs, src/ui_interface.rs"
1346,1346,2022-08-24T14:05:54Z,Heap-Hop,refactor: flutter_desktop DesktopTab,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/server_model.dart"
1341,1341,2022-08-24T07:15:15Z,Heap-Hop,Update flutter_desktop, fix smalls,,"flutter/lib/cm_main.dart, flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/server_model.dart, src/flutter.rs, src/ui/remote.rs"
1336,1336,2022-08-23T09:56:00Z,Kingtous,feat: find id and grid/tile view for peers,"![深度截图_选择区域_20220823175644](https://user-images.githubusercontent.com/39793325/186129663-069f7e14-aa55-40fc-ac6c-72cd31298be6.png)
",,"flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1332,1332,2022-08-23T01:53:31Z,21pages,optimize ui style,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart"
1328,1328,2022-08-22T13:52:34Z,Heap-Hop,flutter_desktop_cm fix Windows build & TODO clipboard_file,,,"src/flutter.rs, src/ipc.rs, src/ui/cm.rs"
1327,1327,2022-08-22T13:07:22Z,Heap-Hop,Flutter desktop cm,"- file manager overlay dialog
- cm chat model
- main cm tabs implement",,"flutter/lib/cm_main.dart, flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/server_model.dart, src/flutter.rs"
1325,1325,2022-08-22T06:24:39Z,Kingtous,feat: can resize window when without title bar,"Currently, the window without title bar cannot be resized because of lacking window frame provided by system.

This PR brings abilities for the window without title bar can be resized near the edge of it.",,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1324,1324,2022-08-22T01:46:34Z,21pages,setting lock && some style change,"1. setting lock
todo:
linux: need another rustdesk program without gui
win: not tested
mac: not implemented
2. style change
problem: 
sometime window's max or restore state is wrong.


",,"flutter/assets/tabbar.ttf, flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/pubspec.yaml, src/flutter_ffi.rs, src/platform/linux.rs, src/platform/windows.rs, src/ui_interface.rs"
1323,1323,2022-08-22T01:40:37Z,Kingtous,fix: multi window macos compile,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/pubspec.lock, flutter/pubspec.yaml"
1308,1308,2022-08-19T06:24:02Z,Kingtous,fix: multi window linux drag issue,,,"flutter/pubspec.lock, flutter/pubspec.yaml"
1307,1307,2022-08-19T05:19:03Z,danielehrhardt,Added new Free Public Server to Readme,,,"README-CS.md, README-DE.md, README-ES.md, README-FA.md, README-FI.md, README-FR.md, README-HU.md, README-ID.md, README-IT.md, README-JP.md, README-KR.md, README-ML.md, README-NL.md, README-PL.md, README-PTBR.md, README-RU.md, README-VN.md, README-ZH.md, README.md"
1306,1306,2022-08-18T16:24:36Z,XieJiSS,fix: unicode-related error during .ts generation ,"Steps to reproduce: https://rustdesk.com/docs/en/dev/build/web

Detailed information about errors are provided in commit messages correspondingly.",rustdesk,flutter/web/js/gen_js_from_hbb.py
1305,1305,2022-08-18T14:22:32Z,21pages,remove tabbar animation,"tabbar -> listview
tabview -> pageview",,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1304,1304,2022-08-18T09:29:07Z,Kingtous,feat: custom titlebar support & more window functions implementations,"- rustdesk custom title bar (with minimize/window/close buttons)
- window drag(startDragging)
- window manager: minimize/maximize/unmaximize/isMaximize/showTitleBar",,"flutter/lib/desktop/pages/server_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1302,1302,2022-08-18T01:52:06Z,Kingtous,opt: optimize cm ui & prepare custom titlebar,,,"flutter/lib/cm_main.dart, flutter/lib/common.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/main.dart, flutter/lib/models/server_model.dart, flutter/linux/my_application.cc, flutter/pubspec.yaml"
1300,1300,2022-08-17T13:29:13Z,Kingtous,feat: cm ui,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/lib/cm_main.dart, flutter/lib/common.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/main.dart, flutter/lib/models/server_model.dart"
1297,1297,2022-08-17T09:25:34Z,Heap-Hop,Add desktop cm backend,,,"flutter/lib/desktop/pages/server_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/server_model.dart, src/core_main.rs, src/flutter.rs, src/flutter_ffi.rs, src/ipc.rs, src/ui/cm.rs"
1294,1294,2022-08-17T05:06:45Z,21pages,optimize settings ui,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, src/flutter_ffi.rs, src/ui.rs, src/ui_interface.rs"
